event_id,device_id,device_hw_form,device_hw_proc,device_hw_ram,device_hw_display,device_hw_video,device_os_name,device_os_version,device_type,product_name
1.43E+19,DBC87563F37E68CDB0258D092519373B7B892D22B3A97B38D8A40328473C7AE9&6C2914E0A7130F781B89E0BF6A5925B28C60F7567AC0B792FDA3D30410A79FB5&6AFFC65A30B833BDE461FD0B43776FA57AB495D45D79A9FA7A0AEE05EB49B716,,Intel(R) Core(TM) i5-4570 CPU @ 3.20GHz,4GB,1680x1050,AMD Radeon (TM) R5 M330,Microsoft Windows 7 Professional ,6.1.7601 Service Pack 1 Build 7601,,ACD2017
2.86E+18,ECA2A4EB7C3F75C92E4B96338D0032ADB745010A0BE36D604DEB4180211A6819&B8DD41C1B266AD2F19BDDFDD664F35476689D692CF18A42EB80CBAF13FA312B2&2124BBFCB7AA98ACE2D554C353D8B2374886746E96C819BA7373E3E68D6A0E11,,Intel(R) Core(TM) i5-4570 CPU @ 3.20GHz,16GB,1680x1051,AMD Radeon (TM) R5 M330,Microsoft Windows 7 Professional ,6.1.7601 Service Pack 1 Build 7601,,ACDLT2017
1.04E+19,4C8F3F5DFF34721E285C5F8B38C9D5EC54AC378DE2E3F0EFC6C7595D1032E7AF&5D7D078026352A15DF223C72E5D43303572AFBCE4562127587B85CD9AA940CBF&A66BCCE7A08696133AEB4C53F0B03758D61145BA29AB3ECE014F433DC273CF20,Desktop,AMD64 Family 21 Model 19 Stepping 1 AMD A10-6800K APU with Radeon(tm) HD Graphics  ,4GB,1680x1052,"NVIDIA GeForce GTX 1070, PCI\VEN_10DE&DEV_1B81&SUBSYS_119D10DE&REV_A1\4&3404BD8E&0&0018",Microsoft Windows 7 Professional ,10.0.14393  Build 14393,,ACDLT2018
1.81E+19,C83816447B96631F04A180AE19442E4A993059ED8F6AAE59D9644F03AC13059A&6D11FBB7BEAD860A3D680787674C29A49221AE423E7425F214B879FBFA375DD4&6D3D4B03D66E6A79F0AACD9958D499EEFBD7D013388400BD2FE448A4B048603E,Desktop,AMD64 Family 21 Model 19 Stepping 1 AMD A10-6800K APU with Radeon(tm) HD Graphics  ,4GB,1680x1053,"NVIDIA GeForce GTX 1070, PCI\VEN_10DE&DEV_1B81&SUBSYS_119D10DE&REV_A1\4&3404BD8E&0&0018",Microsoft Windows 7 Professional ,10.0.14393  Build 14393,,ACDLT2018
2.15E+18,F5701E59636E353A1816A5E83B9178F4F581982406EA7025538715DE8EBED58D&1BEF0ADA5A0CE71518DC0E86BD31976915795FBC999DC49A809CD0AE32255069&C002360D1C714E9565B840DAE9D7EC7D6D7F7F08772C506744226F3EAA81ABCD,,AMD64 Family 21 Model 19 Stepping 1 AMD A10-6800K APU with Radeon(tm) HD Graphics  ,4GB,1680x1054,"NVIDIA GeForce GTX 1070, PCI\VEN_10DE&DEV_1B81&SUBSYS_119D10DE&REV_A1\4&3404BD8E&0&0018",Microsoft Windows 7 Professional ,10.0.14393  Build 14393,,ACD2017
1.15E+19,E4D900173C6EA44B25F6A79E9D9A33C9610BAF964A0BAD2896560014B810F21A&C54351550DE79249D14B0DACA68BF89C27FFFE1F0C772014F99EC3F61C7E7FBD&F7C6D597F73DC3B56B2558B7E39D899F4E9CB4A7B7143508FA85BD1FB682E606,Desktop,AMD64 Family 21 Model 19 Stepping 1 AMD A10-6800K APU with Radeon(tm) HD Graphics  ,4GB,1680x1055,"NVIDIA GeForce GTX 1070, PCI\VEN_10DE&DEV_1B81&SUBSYS_119D10DE&REV_A1\4&3404BD8E&0&0018",Microsoft Windows 7 Professional ,10.0.14393  Build 14393,,ACD2018
1.82E+19,6C2914E0A7130F781B89E0BF6A5925B28C60F7567AC0B792FDA3D30410A79FB5&12AF4600C1EEFCB0F333E267D08E1425486308E6060512698B09CC0BB7127E2F&75448358C4DF1AA55B5E2C5863AA24D9AC2A66DC31F3C44812D39E2AD74DDB76,Desktop,AMD64 Family 21 Model 19 Stepping 1 AMD A10-6800K APU with Radeon(tm) HD Graphics  ,4GB,1680x1056,"NVIDIA GeForce GTX 1070, PCI\VEN_10DE&DEV_1B81&SUBSYS_119D10DE&REV_A1\4&3404BD8E&0&0018",Microsoft Windows 7 Professional ,10.0.14393  Build 14393,,ACD2018
3.78E+18,55692DD914A956B9B96CA32D2E4D9958C9129254F8496E99C401521E283DB189&A64D84C077130D694AD7BB5FCB5EFE034EE242F60A08E791A0F91DA24E8411A6&BC1650A2A47C64AA42D5DF6858948D68EEBA673EB5191FD175DAF0CD8F73781D,,AMD64 Family 21 Model 19 Stepping 1 AMD A10-6800K APU with Radeon(tm) HD Graphics  ,4GB,1680x1057,"NVIDIA GeForce GTX 1070, PCI\VEN_10DE&DEV_1B81&SUBSYS_119D10DE&REV_A1\4&3404BD8E&0&0018",Microsoft Windows 7 Professional ,10.0.14393  Build 14393,,ACD2017
1.84E+19,EAD8D56FD49BD3944152DF9A01EC61163945DBD1650E4B5AD4902E2CD5034052&D7535658C9CF2F9148D8E9E16D19788B6D04C24A7138AD218285470532102AFC&DA6288297AD43D560EAE5BE24EB4EE487F624F6E6EA49A072F54409CC6DAA212,Desktop,AMD64 Family 21 Model 19 Stepping 1 AMD A10-6800K APU with Radeon(tm) HD Graphics  ,4GB,1680x1058,"NVIDIA GeForce GTX 1070, PCI\VEN_10DE&DEV_1B81&SUBSYS_119D10DE&REV_A1\4&3404BD8E&0&0018",Microsoft Windows 7 Professional ,10.0.14393  Build 14393,,ACDLT2018
1.71E+19,0694FA99B7665958BC4A74C79D96FFCDAC1D31FBC573661A62654EEB4FCD2D44&129F078E807B8F3110E4586F4D9D3770D19AF0658599068A2B2441B79822B678&6B1FFB1222BBC78775F5FA5F8A8D9055F46740D9D23FCE109FF26BF6874D5C11,Slate,AMD64 Family 21 Model 19 Stepping 1 AMD A10-6800K APU with Radeon(tm) HD Graphics  ,4GB,1680x1059,"NVIDIA GeForce GTX 1070, PCI\VEN_10DE&DEV_1B81&SUBSYS_119D10DE&REV_A1\4&3404BD8E&0&0018",Microsoft Windows 7 Professional ,10.0.14393  Build 14393,,ACD2018
5.34E+18,8F91DA8F10D90D6A554C1EF30B627A1DB572AB4EEC347B01A4566FD1352DD416&81634F91F80D1651F42AC4FF031094C880F6D7B6DED0C7848CC1A3B3F28D31BC&762DAC9CAA5D02AA09C4A9C79A80457F67E6C93276689649B591CD98064B4F84,,AMD64 Family 21 Model 19 Stepping 1 AMD A10-6800K APU with Radeon(tm) HD Graphics  ,4GB,1680x1060,"NVIDIA GeForce GTX 1070, PCI\VEN_10DE&DEV_1B81&SUBSYS_119D10DE&REV_A1\4&3404BD8E&0&0018",Microsoft Windows 7 Professional ,10.0.14393  Build 14393,,ACD2017
1.26E+19,5BE51AAC957466240F77995E0E7445CE759129266531F2BE64E3406C10FC9450&2A3A40DD3BF07912F8709613E4CCEC92FFCBEB862F77C71F6531BFDCA03D1FF5&58A701B52E2E903DC069E4CBF97D8DDC2B206F258809DEF9FFDE2125AEA880AE,Desktop,AMD64 Family 21 Model 19 Stepping 1 AMD A10-6800K APU with Radeon(tm) HD Graphics  ,4GB,1680x1061,"NVIDIA GeForce GTX 1070, PCI\VEN_10DE&DEV_1B81&SUBSYS_119D10DE&REV_A1\4&3404BD8E&0&0018",Microsoft Windows 7 Professional ,10.0.14393  Build 14393,,ACDLT2018
1.65E+19,7A5F53BE9A5EA961D54076D4FD354EB48DC1BBE2E39F3F1383CA5ED80B59DD0F&4DCD6DC32E66FCE084CC53141B2AFDCD06FB206C1587562064E610B69F8C5201&C3BB6072232FEE6E87109BA73CE9F19599C6F316AA9952B84F2AEF52D45AC240,,AMD64 Family 21 Model 19 Stepping 1 AMD A10-6800K APU with Radeon(tm) HD Graphics  ,4GB,1680x1062,"NVIDIA GeForce GTX 1070, PCI\VEN_10DE&DEV_1B81&SUBSYS_119D10DE&REV_A1\4&3404BD8E&0&0018",Microsoft Windows 7 Professional ,10.0.14393  Build 14393,,ACD2017
1.55E+19,4033121B4A58E5CFFC5A16122F4DD9627F71189DDA8FF35D3205988FF19D2161&9371CA3752AF77DC2A1D264BD7F463F0776B58342EE640734D4FCF42A83F3C5D&7D30686D403B6C0C6202C6B7349EA54C17538E47E2E298C7EBDE6619F7CD7996,,AMD64 Family 21 Model 19 Stepping 1 AMD A10-6800K APU with Radeon(tm) HD Graphics  ,4GB,1680x1063,"NVIDIA GeForce GTX 1070, PCI\VEN_10DE&DEV_1B81&SUBSYS_119D10DE&REV_A1\4&3404BD8E&0&0018",Microsoft Windows 7 Professional ,10.0.14393  Build 14393,,ACD2017
1.77E+19,009C34197E429EF23347D6620393BF51750E398404FBC75C6D7EBCB4C293BD53&CFA34D8CF41CEAC394C8981040418DB631B7526B8EECC7F55F8048F41ABE48A6&D63F32E3F241541F3F98E83CA09C26F5307527A16E08F4D14F6C9808872DF6F8,,AMD64 Family 21 Model 19 Stepping 1 AMD A10-6800K APU with Radeon(tm) HD Graphics  ,4GB,1680x1064,"NVIDIA GeForce GTX 1070, PCI\VEN_10DE&DEV_1B81&SUBSYS_119D10DE&REV_A1\4&3404BD8E&0&0018",Microsoft Windows 7 Professional ,10.0.14393  Build 14393,,ACD2017
4.02E+18,68AD494FEC5F42B17E28FC4DB623B796EF287C8660B99F5C7EB4E4E347895792&B82BF23EF0DF0413253A63BB0997798581F54708044F827C36976E0B5D6D8186&EB8DF4528B331E48402EB15D41F7BA43919365DFBABA5E87F86A1A6F2674C95B,Desktop,AMD64 Family 21 Model 19 Stepping 1 AMD A10-6800K APU with Radeon(tm) HD Graphics  ,4GB,1680x1065,"NVIDIA GeForce GTX 1070, PCI\VEN_10DE&DEV_1B81&SUBSYS_119D10DE&REV_A1\4&3404BD8E&0&0018",Microsoft Windows 7 Professional ,10.0.14393  Build 14393,,ACDLT2018
8.84E+18,370A8CD1B09B8B1BD19572126759604F159C27B84D3EB5FCF6125C8217AA6EAC&208F7C712E4686874071D083D441F3689462FCEC8CB88DE147FC42651668A28B&BDB5370A91907EE2660B23B078D127F9019CDDE745616507D1CFF47C0320FD11,,AMD64 Family 21 Model 19 Stepping 1 AMD A10-6800K APU with Radeon(tm) HD Graphics  ,4GB,1680x1066,"NVIDIA GeForce GTX 1070, PCI\VEN_10DE&DEV_1B81&SUBSYS_119D10DE&REV_A1\4&3404BD8E&0&0018",Microsoft Windows 7 Professional ,10.0.14393  Build 14393,,ACD2017
1.71E+19,647471F1D2CED6AB8880607B903801226C6E4F6E3891F720EC8BE28C9183D4B3&88F5B61109386D92AAE8D951907F61874E0490FEC83990A283A5E80BFE38F4D3&522E4DC2376EE601053AD9C229C388AAB044625EFDCD8179A0195C62976C41B0,,AMD64 Family 21 Model 19 Stepping 1 AMD A10-6800K APU with Radeon(tm) HD Graphics  ,4GB,1680x1067,"NVIDIA GeForce GTX 1070, PCI\VEN_10DE&DEV_1B81&SUBSYS_119D10DE&REV_A1\4&3404BD8E&0&0018",Microsoft Windows 7 Professional ,10.0.14393  Build 14393,,ACD2017
9.22E+18,76F7F954A483E85F2FC0D3B779BBF4F65A3D69A19BD7CE375441C56EE622EEA7&8D9CB8336ACD9F93E9BB325432C89E393EEDB9B1F8E2C25918280F2753D75301&EA7D0D24F0D3A8FD7C96AB08378415BD033857665D3E84645D5CFB0E9D35E62E,Slate,AMD64 Family 21 Model 19 Stepping 1 AMD A10-6800K APU with Radeon(tm) HD Graphics  ,4GB,1680x1068,"NVIDIA GeForce GTX 1070, PCI\VEN_10DE&DEV_1B81&SUBSYS_119D10DE&REV_A1\4&3404BD8E&0&0018",Microsoft Windows 7 Professional ,10.0.14393  Build 14393,,ACD2018
4.11E+18,FAFDB127440722A2340F3561E26DA0A038F37CE1CC8A454FB36C5637C0FDC6D0&A36951CB6B21E3FB1421287C0D707F670F27AA2555021903277BB969411AA36C&906473BAE8ED2D05FC8E02910939D193A18D19F2CC0B031A621752F39948E155,,AMD64 Family 21 Model 19 Stepping 1 AMD A10-6800K APU with Radeon(tm) HD Graphics  ,4GB,1680x1069,"NVIDIA GeForce GTX 1070, PCI\VEN_10DE&DEV_1B81&SUBSYS_119D10DE&REV_A1\4&3404BD8E&0&0018",Microsoft Windows 7 Professional ,10.0.14393  Build 14393,,ACD2017
6.42E+18,F89E17206FFB478F52EDEF6AE1DFCD4D4EAE0F4BC90834F8A4B325377D38BE3F&C2F091DB30C3A2F61BF39D40CB4A37C5F2FD841A5E9A37F9BE7938FF4CD87A72&0A6655942114175135C88B3B07EE70424BA7076B0D1A7F2404664780A9ED4940,,AMD64 Family 21 Model 19 Stepping 1 AMD A10-6800K APU with Radeon(tm) HD Graphics  ,4GB,1680x1070,"NVIDIA GeForce GTX 1070, PCI\VEN_10DE&DEV_1B81&SUBSYS_119D10DE&REV_A1\4&3404BD8E&0&0018",Microsoft Windows 7 Professional ,10.0.14393  Build 14393,,ACD2017
8.78E+18,6E432B6BB4FE50EA7EB5191638385F1F3C7D253D8353AAE9D5394EB0D9AD7613&FEE158D143E822492D2BB9D0CE84C3218A21208C3B935EC32B94D1B0E74DD178&E400385D63FA47F449C858ED9DD60CCF67305C250AB285D7F1BD4098E1B6BE63,,AMD64 Family 21 Model 19 Stepping 1 AMD A10-6800K APU with Radeon(tm) HD Graphics  ,4GB,1680x1071,"NVIDIA GeForce GTX 1070, PCI\VEN_10DE&DEV_1B81&SUBSYS_119D10DE&REV_A1\4&3404BD8E&0&0018",Microsoft Windows 7 Professional ,10.0.14393  Build 14393,,ACD2017
1.84E+19,0303B797D30C372B70615E48AC5E6FED4E398AC3045F267928DC934104D203CE&88BBB1FDAD101BBD2BE4FE0303101FDB9F83A920A00210BCDBF6584FB71E0949&D18641015C94C41110A584495E3D8603BB310E59AE50ADE2C3BEA48C7BBF3796,Desktop,AMD64 Family 21 Model 19 Stepping 1 AMD A10-6800K APU with Radeon(tm) HD Graphics  ,4GB,1680x1072,"NVIDIA GeForce GTX 1070, PCI\VEN_10DE&DEV_1B81&SUBSYS_119D10DE&REV_A1\4&3404BD8E&0&0018",Microsoft Windows 7 Professional ,10.0.14393  Build 14393,,ACDLT2018
1.38E+19,AA2BB9DF099B6DEA6FDC98F6B3F1AF83F310586C4EF517566D28E96BCD7B6A79&0107197578699B8A98FFF9DCB11EB8C59002B03E1C911EC4199CE21BCCE5E2A0&2EC25B4413891FCABDA7804C88A373460A9121F93D3E23952F638079F7E647A3,Desktop,AMD64 Family 21 Model 19 Stepping 1 AMD A10-6800K APU with Radeon(tm) HD Graphics  ,6GB 2147483648,1680x1073,"NVIDIA GeForce GTX 1070, PCI\VEN_10DE&DEV_1B81&SUBSYS_119D10DE&REV_A1\4&3404BD8E&0&0018",Microsoft Windows 7 Professional ,10.0.14393  Build 14393,,ACDLT2018
8.19E+18,A6C913954274B61A056594B5432095469068231357C47D3104A02407CDE243BB&C6780082FB9A5BE9D6CA9600505F1E1A1BE390274C70B6BF26A2B968763B1325&B8ABD90EB2C8FD126B76ECCA65AA156F635E9E74D16B43CB89411084C060B841,Slate,AMD64 Family 21 Model 19 Stepping 1 AMD A10-6800K APU with Radeon(tm) HD Graphics  ,6GB 1073741824,1680x1074,"NVIDIA GeForce GTX 1070, PCI\VEN_10DE&DEV_1B81&SUBSYS_119D10DE&REV_A1\4&3404BD8E&0&0018",Microsoft Windows 7 Professional ,10.0.14393  Build 14393,,ACD2018
1.06E+19,0FEA28E27416B984B616A11B1C2D4CECC27BBF4A8CC510AC1EFF6B44E90C85C3&819D9C03BADAC58A8329D4B043E0449082F47EA18EFDE68061FD1CFFB167A19F&B8F04D569BA39BBF787288C32A83509AA3A02E2DF7D81D8AB95B64E44B519D91,Desktop,AMD64 Family 21 Model 2 Stepping 0 AMD FX(tm)-6300 Six-Core Processor             ,24GB 2147483648,"1920x1080 96,96 32, 1920x1080 96,96 32","NVIDIA GeForce GTX 760, PCI\VEN_10DE&DEV_1187&SUBSYS_847A1043&REV_A1\4&3834D97&0&0008, \\.\DISPLAY1",Microsoft Windows 8.1 Pro,6.3.9600  Build 9600,,ACD2018
1.88E+18,8162C425C854E1AF1BAD0AC7176C45127551324C7F5B72C3089B91A67A66BE51&A02282DEC94A2F2C392DA657619475AD9B708B37948B14DC1DFA02CE9F1F40CE&70EA2626F8774DC521F77B758EC9490DDA228EAFC8144BF8627146652990E7A8,,AMD64 Family 21 Model 2 Stepping 0 AMD FX(tm)-6300 Six-Core Processor             ,24GB 2147483649,"1920x1080 96,96 32, 1920x1080 96,96 33","NVIDIA GeForce GTX 760, PCI\VEN_10DE&DEV_1187&SUBSYS_847A1043&REV_A1\4&3834D97&0&0008, \\.\DISPLAY1",Microsoft Windows 8.1 Pro,6.3.9600  Build 9600,,ACD2017
1.21E+19,F8B8324CD420EEE32BF16CEDF66F08A033336DD247B1DE38D004E5487F0BDAE7&22075CCBEC3CDDB321120C93B2D28F75E29078BA68323EF36F794C81A09AC12C&B8699DB7778DD8FD9BCCB4C41987CD0C6F965BA7D981F66F0ACDC77B510169D6,,AMD64 Family 21 Model 2 Stepping 0 AMD FX(tm)-6300 Six-Core Processor             ,24GB 2147483650,"1920x1080 96,96 32, 1920x1080 96,96 34","NVIDIA GeForce GTX 760, PCI\VEN_10DE&DEV_1187&SUBSYS_847A1043&REV_A1\4&3834D97&0&0008, \\.\DISPLAY1",Microsoft Windows 8.1 Pro,6.3.9600  Build 9600,,ACD2017
3.67E+18,C73A0B78406FDB23D82BB065EF23692D680AA82DE9E423F42253F115C1B64F5D&F79E838733FBE753853B73A5F418622319DD6460A1E9C116DBA6E7333045EF8B&D8D4EC5738847E28C31BC068B011309D62C7114850778110D796E6BE5AAB4E83,,AMD64 Family 21 Model 2 Stepping 0 AMD FX(tm)-6300 Six-Core Processor             ,24GB 2147483651,"1920x1080 96,96 32, 1920x1080 96,96 35","NVIDIA GeForce GTX 760, PCI\VEN_10DE&DEV_1187&SUBSYS_847A1043&REV_A1\4&3834D97&0&0008, \\.\DISPLAY1",Microsoft Windows 8.1 Pro,6.3.9600  Build 9600,,ACD2017
2.54E+18,EEF500A03CD345CFC3F3EBD6BF2FAA6E3544061CC93263E99269A0169D490B15&2BBD67F4BE76A0ED100603AC35A8B79F68C5DEDA00991F9375ACFA9650CA725E&5F1C6C34BA91B84418F404EE411C11A4490F52E02C10CD6A5C2612791B5B11FE,,AMD64 Family 21 Model 2 Stepping 0 AMD FX(tm)-6300 Six-Core Processor             ,24GB 2147483652,"1920x1080 96,96 32, 1920x1080 96,96 36","NVIDIA GeForce GTX 760, PCI\VEN_10DE&DEV_1187&SUBSYS_847A1043&REV_A1\4&3834D97&0&0008, \\.\DISPLAY1",Microsoft Windows 8.1 Pro,6.3.9600  Build 9600,,ACD2017
3.14E+18,7999451F52E85BDDFEE805C89345515485E6C990FABF63CDF737C2BC9EECF08C&24E2EC641C3BC9A1762414FB4EA97396D835A1BD3DF8B8A40645CD5ABFEF40A2&B52BB2634533917A319F7209C41BB014E0256AB933D2D21E6E7641FCD2962535,,AMD64 Family 21 Model 2 Stepping 0 AMD FX(tm)-6300 Six-Core Processor             ,24GB 2147483653,"1920x1080 96,96 32, 1920x1080 96,96 37","NVIDIA GeForce GTX 760, PCI\VEN_10DE&DEV_1187&SUBSYS_847A1043&REV_A1\4&3834D97&0&0008, \\.\DISPLAY1",Microsoft Windows 8.1 Pro,6.3.9600  Build 9600,,ACD2017
1.71E+19,2E541277BA765152BC4E0BAFCB9A968B5DA3F37C57296C31A7CE5CF668BDDCB3&B9A1C91A4DB8DA94DE7C5D5834FE52409B7B99311954F3AA9B1CCF201371A7FA&4B451605CF451DDE4A10E3D72C742F5EB8272A90DE4DD18D90E970F738D34154,Desktop,AMD64 Family 21 Model 2 Stepping 0 AMD FX(tm)-6300 Six-Core Processor             ,24GB 2147483654,"1920x1080 96,96 32, 1920x1080 96,96 38","NVIDIA GeForce GTX 760, PCI\VEN_10DE&DEV_1187&SUBSYS_847A1043&REV_A1\4&3834D97&0&0008, \\.\DISPLAY1",Microsoft Windows 8.1 Pro,6.3.9600  Build 9600,,ACD2018
1.37E+19,A08D6637D3B2CAFB68ED41639BDE7F530AD78124FA0C56B5F3D122DD8FE56927&6B9EE78D72C3D2DF28EE71519D0C3E0D48BFDF98A066AB0A72F8F0AF443098DA&02DEC30DE1A0C990E20253FA7FA1572073956E207809C0D816951F92448C697E,Desktop,AMD64 Family 21 Model 2 Stepping 0 AMD FX(tm)-6300 Six-Core Processor             ,24GB 2147483655,"1920x1080 96,96 32, 1920x1080 96,96 39","NVIDIA GeForce GTX 760, PCI\VEN_10DE&DEV_1187&SUBSYS_847A1043&REV_A1\4&3834D97&0&0008, \\.\DISPLAY1",Microsoft Windows 8.1 Pro,6.3.9600  Build 9600,,ACDLT2018
1.08E+18,983EA5CB2FA24188F6D2594679889A9B861F8BD251A7783C0231B036F24BD26E&029CA94A624EB3ABACC50A8ACA617C388C98324615DD0317808CE92AE362CA74&58D5ECF52C8ED7B0918230C5E9978C168E5245308A2A7AE2E1ECD8DDDF65D240,Desktop,AMD64 Family 21 Model 2 Stepping 0 AMD FX(tm)-6300 Six-Core Processor             ,24GB 2147483656,"1920x1080 96,96 32, 1920x1080 96,96 40","NVIDIA GeForce GTX 760, PCI\VEN_10DE&DEV_1187&SUBSYS_847A1043&REV_A1\4&3834D97&0&0008, \\.\DISPLAY1",Microsoft Windows 8.1 Pro,6.3.9600  Build 9600,,ACDLT2018
1.74E+19,11126EBB6EB342582C7D369AF66B46C333FD90C56E63AE29DC87A8DC31B0202D&441277854675525C689E4E0C709669EC6004D65DDB620884EE7193E8EB98F56A&8C4102A88AE60BCD368C01FD5DAA433373E7D47A0AA206D2BC0F8989A8CDB119,Slate,AMD64 Family 21 Model 2 Stepping 0 AMD FX(tm)-6300 Six-Core Processor             ,24GB 2147483657,"1920x1080 96,96 32, 1920x1080 96,96 41","NVIDIA GeForce GTX 760, PCI\VEN_10DE&DEV_1187&SUBSYS_847A1043&REV_A1\4&3834D97&0&0008, \\.\DISPLAY1",Microsoft Windows 8.1 Pro,6.3.9600  Build 9600,,ACD2018
1.01E+19,CFA34D8CF41CEAC394C8981040418DB631B7526B8EECC7F55F8048F41ABE48A6&9DFC1B17905C8BDE18091707114EC813158CF1D7E59F8DB0BF6AAE18BD7FFE44&78F3FE1E07973FA269467D09957AC75BAEE2FFB087A89769BCF5298F13336093,Desktop,AMD64 Family 21 Model 2 Stepping 0 AMD FX(tm)-6300 Six-Core Processor             ,24GB 2147483658,"1920x1080 96,96 32, 1920x1080 96,96 42","NVIDIA GeForce GTX 760, PCI\VEN_10DE&DEV_1187&SUBSYS_847A1043&REV_A1\4&3834D97&0&0008, \\.\DISPLAY1",Microsoft Windows 8.1 Pro,6.3.9600  Build 9600,,ACD2018
9.39E+18,3998B993237B2BDB4E5F17AE8E73919BEE006C9A255D3A74948F09D3AD599DE3&CFA34D8CF41CEAC394C8981040418DB631B7526B8EECC7F55F8048F41ABE48A6&8B768ED20BE09D4C33E32D2D6F2A08D2860101AB71374A931832ED058928EC58,,AMD64 Family 21 Model 2 Stepping 0 AMD FX(tm)-6300 Six-Core Processor             ,24GB 2147483659,"1920x1080 96,96 32, 1920x1080 96,96 43","NVIDIA GeForce GTX 760, PCI\VEN_10DE&DEV_1187&SUBSYS_847A1043&REV_A1\4&3834D97&0&0008, \\.\DISPLAY1",Microsoft Windows 8.1 Pro,6.3.9600  Build 9600,,ACD2017
1.55E+19,B8C35E6890CABF095412403EA8AA9C66D8120DBF817F3E90B741321F151EA196&79D7086DC8D6375324E6E77E14C34223E82AD25E60AA56ABC1CD68C8B0D218BF&4047915649FC71B7B33CA16149AFDF7BD5FEB59A26F2D6D6128475F33D94AE44,Desktop,AMD64 Family 21 Model 2 Stepping 0 AMD FX(tm)-6300 Six-Core Processor             ,24GB 2147483660,"1920x1080 96,96 32, 1920x1080 96,96 44","NVIDIA GeForce GTX 760, PCI\VEN_10DE&DEV_1187&SUBSYS_847A1043&REV_A1\4&3834D97&0&0008, \\.\DISPLAY1",Microsoft Windows 8.1 Pro,6.3.9600  Build 9600,,ACD2018
1.28E+19,1EB1D256BCCBE120C6E5A514EB11509683090865A9AA1C179F706A3E846F3216&F088FFCCFDBAA96EB79D8AF4EE7B6D11BCE3D7FE6A14672B72925B7DEB8B14AD&711E695004D423C27400F9C2418A9F444290978DE93262F1CAD2DC2284B698EA,Desktop,AMD64 Family 21 Model 2 Stepping 0 AMD FX(tm)-6300 Six-Core Processor             ,24GB 2147483661,"1920x1080 96,96 32, 1920x1080 96,96 45","NVIDIA GeForce GTX 760, PCI\VEN_10DE&DEV_1187&SUBSYS_847A1043&REV_A1\4&3834D97&0&0008, \\.\DISPLAY1",Microsoft Windows 8.1 Pro,6.3.9600  Build 9600,,ACDLT2018
1.73E+19,B02D057EE10EFDE2C4575E749E590A7A5C3EE8BC5F82D3B1C299DFC9FDAFD7B9&F8210DBA5A2EE382BB2484092C86F27402BAD17CE427A206FCCF8BAE390C7748&1A907F7630433857C1A57D732DCE9E032491E2DABC37777FDB76AC86D3B1B243,Desktop,AMD64 Family 21 Model 2 Stepping 0 AMD FX(tm)-6300 Six-Core Processor             ,24GB 2147483662,"1920x1080 96,96 32, 1920x1080 96,96 46","NVIDIA GeForce GTX 760, PCI\VEN_10DE&DEV_1187&SUBSYS_847A1043&REV_A1\4&3834D97&0&0008, \\.\DISPLAY1",Microsoft Windows 8.1 Pro,6.3.9600  Build 9600,,ACD2018
8.92E+18,97009988F83C470A9744753B6CAD8D0A7CEB879B005480FEF041E48F3B2B2CD5&023D8069DBB9945336B1A215A0BE12900E5B0E14E4FE658DEE8A4C8C5B2FE61F&7930AD75E2106D6504C7D7FB34539214FEC1ACE9AB9EBCF804B101871BA767B8,,AMD64 Family 21 Model 2 Stepping 0 AMD FX(tm)-6300 Six-Core Processor             ,24GB 2147483663,"1920x1080 96,96 32, 1920x1080 96,96 47","NVIDIA GeForce GTX 760, PCI\VEN_10DE&DEV_1187&SUBSYS_847A1043&REV_A1\4&3834D97&0&0008, \\.\DISPLAY1",Microsoft Windows 8.1 Pro,6.3.9600  Build 9600,,ACDLT2017
1.78E+19,4634DAEF6CBF25B74B08AAF37E76D6481767854346B858C069EBC4D3069570E1&12A2B98249DE10D0558E4982B31EF7125A4DE0D485E1FB67CEF3F0CF03794219&EC2208665C9AF48BE2668D25CDFA1C3D391CC4BF26C83DD5AB34A25500AFE231,Slate,AMD64 Family 21 Model 2 Stepping 0 AMD FX(tm)-6300 Six-Core Processor             ,24GB 2147483664,"1920x1080 96,96 32, 1920x1080 96,96 48","NVIDIA GeForce GTX 760, PCI\VEN_10DE&DEV_1187&SUBSYS_847A1043&REV_A1\4&3834D97&0&0008, \\.\DISPLAY1",Microsoft Windows 8.1 Pro,6.3.9600  Build 9600,,ACD2018
1.39E+19,4986142E79425051ABBF56228679D274C31012ECB8C9508CC8BEFC41CCC0F5B5&65FE8BE2053B14D38B14CD99BC8C36ED7A4957DE4CBE336139CF25998E5A597B&CE91B6B1DF490383C9E45C1D5F37A6034BAF842C0BC20F27C7EF7CF877B5391D,,AMD64 Family 21 Model 2 Stepping 0 AMD FX(tm)-6300 Six-Core Processor             ,4GB,"1920x1080 96,96 32, 1920x1080 96,96 49","NVIDIA GeForce GTX 760, PCI\VEN_10DE&DEV_1187&SUBSYS_847A1043&REV_A1\4&3834D97&0&0008, \\.\DISPLAY1",Microsoft Windows 8.1 Pro,6.3.9600  Build 9600,,ACD2017
