,device_hw_proc,device_hw_ram,device_hw_display,device_hw_video,device_os_name,device_os_version
616011,Intel64 Family 6 Model 94 Stepping 3 Intel(R) Core(TM) i7-6770HQ CPU @ 2.60GHz,32GB 1073741824,"3840x2160 144,144 32","Intel(R) Iris(TM) Pro Graphics 580, PCI\VEN_8086&DEV_193B&SUBSYS_20648086&REV_09\3&11583659&0&10",Microsoft Windows 10 Pro,10.0.15063  Build 15063
231253,Intel(R) Core(TM) i7-4790K CPU @ 4.00GHz,16GB,1920x1080,Intel(R) HD Graphics 4600,Microsoft Windows 10 Pro,10.0.14393  Build 14393
718061,Intel(R) Core(TM) i7-6700 CPU @ 3.40GHz,31GB,1920x1080,Intel(R) HD Graphics 530,Microsoft Windows 10 Pro,10.0.10240  Build 10240
813892,Intel(R) Core(TM) i5-3470S CPU @ 2.90GHz,8GB,2560x1440,NVIDIA GeForce GTX 660M,Yosemite,10.10.3
626018,Intel64 Family 6 Model 94 Stepping 3 Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,8GB 1073741824,"1280x720 96,96 32","Intel(R) HD Graphics 530, PCI\VEN_8086&DEV_1912&SUBSYS_86941043&REV_06\3&11583659&0&10",Microsoft Windows 10 Pro,10.0.15063  Build 15063
83048,Intel(R) Core(TM) i5-6300U CPU @ 2.40GHz,8GB,1366x768,Intel(R) HD Graphics 520,Microsoft Windows 7 Professional ,6.1.7601 Service Pack 1 Build 7601
9911,Intel(R) Core(TM) i7-3770 CPU @ 3.40GHz,8GB,1280x1024,NVIDIA GeForce GTX 650,Майкрософт Windows 10 Pro,10.0.16299  Build 16299
358339,Intel(R) Core(TM) i5-6500 CPU @ 3.20GHz,8GB,1920x1200,Intel(R) HD Graphics 530,Microsoft Windows 7 Professional ,6.1.7601 Service Pack 1 Build 7601
225874,Intel64 Family 6 Model 60 Stepping 3 Intel(R) Core(TM) i7-4770 CPU @ 3.40GHz,8GB 2147483648,"1920x1080 96,96 32","NVIDIA GeForce GTX 750, PCI\VEN_10DE&DEV_1381&SUBSYS_235219DA&REV_A2\4&1286464&0&0008",Microsoft Windows 10 专业版,10.0.15063  Build 15063
527922,Intel(R) Core(TM) i5-2520M CPU @ 2.50GHz,8GB,1366x768,Intel(R) HD Graphics 3000,Microsoft Windows 10 Pro,10.0.14393  Build 14393
480746,Intel64 Family 6 Model 78 Stepping 3 Intel(R) Core(TM) i7-6500U CPU @ 2.50GHz,16GB 1073741824,"1920x1080 120,120 32, 1280x1024 120,120 32","Intel(R) HD Graphics 520, PCI\VEN_8086&DEV_1916&SUBSYS_09411558&REV_07\3&11583659&0&10, \\.\DISPLAY1",Microsoft Windows 7 Professional ,6.1.7601 Service Pack 1 Build 7601
440933,Intel(R) Core(TM) i5-4300M CPU @ 2.60GHz,3GB,1600x900,DameWare Development Mirror Driver,Microsoft Windows 7 Enterprise ,6.1.7601 Service Pack 1 Build 7601
403141,Intel(R) Core(TM) i3-4160 CPU @ 3.60GHz,4GB,1440x900,Intel(R) HD Graphics 4400,Microsoft Windows 10 专业版,10.0.14393  Build 14393
53714,Intel64 Family 6 Model 61 Stepping 4 Intel(R) Core(TM) i5-5250U CPU @ 1.60GHz,8GB 1073741824,"1440x900 96,96 32","Intel(R) HD Graphics 6000, PCI\VEN_8086&DEV_1626&SUBSYS_011B106B&REV_09\3&11583659&0&10",Microsoft Windows 10 Home,10.0.16299  Build 16299
522972,Intel(R) Celeron(R) CPU G3900 @ 2.80GHz,3GB,1440x900,Intel(R) HD Graphics 510,Microsoft Windows 7 旗舰版 ,6.1.7601 Service Pack 1 Build 7601
360664,Intel64 Family 6 Model 58 Stepping 9 Intel(R) Core(TM) i7-3630QM CPU @ 2.40GHz,16GB 2214592512,"1366x768 96,96 32","Intel(R) HD Graphics 4000, PCI\VEN_8086&DEV_0166&SUBSYS_21031043&REV_09\3&11583659&0&10",Microsoft Windows 10 Pro,10.0.14393  Build 14393
109462,Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4GB,1920x1080,Intel(R) HD Graphics 530,Microsoft Windows 10 家庭中文版,10.0.15063  Build 15063
480090,Intel64 Family 6 Model 94 Stepping 3 Intel(R) Core(TM) i5-6500 CPU @ 3.20GHz,16GB 1073741824,"1920x1080 96,96 32, 1920x1080 96,96 32","Intel(R) HD Graphics 530, PCI\VEN_8086&DEV_1912&SUBSYS_8061103C&REV_06\3&11583659&0&10, \\.\DISPLAY1",Microsoft Windows 10 Pro,10.0.16299  Build 16299
146244,Intel(R) Core(TM) i7-6700K CPU @ 4.00GHz,32GB,1920x1080,NVIDIA Quadro M2000,Microsoft Windows 10 Pro,10.0.14393  Build 14393
775229,AMD C-50 Processor,3GB,1366x768,AMD Radeon HD 6250 Graphics,Microsoft Windows 8.1 Enterprise,6.3.9600  Build 9600
814014,Intel(R) Core(TM) i3-4170 CPU @ 3.70GHz,4GB,1366x768,NVIDIA GeForce GT 730,Microsoft Windows 10 Home,10.0.16299  Build 16299
180731,Intel(R) Core(TM) i7-4870HQ CPU @ 2.50GHz,2GB,2880x1800,Parallels Display Adapter (WDDM),Microsoft Windows 10 Home,10.0.10586  Build 10586
694589,Intel(R) Core(TM) i5-6200U CPU @ 2.30GHz,8GB,1366x768,Intel(R) HD Graphics 520,Microsoft Windows 10 Home Single Language,10.0.10240  Build 10240
124060,Intel(R) Core(TM) i7-5500U CPU @ 2.40GHz,8GB,3200x1800,Intel(R) HD Graphics 5500,Microsoft Windows 10 Home,10.0.15063  Build 15063
536193,Intel(R) Xeon(R) CPU E5-2630 v2 @ 2.60GHz,16GB,1920x1080,NVIDIA Quadro K2000,Microsoft Windows 10 Pro,10.0.14393  Build 14393
178442,Intel64 Family 6 Model 26 Stepping 5 Intel(R) Core(TM) i7 CPU         950  @ 3.07GHz,8GB 1073741824,"1920x1080 96,96 32, 1280x1024 96,96 32","AMD Radeon HD 6700 Series, PCI\VEN_1002&DEV_68BA&SUBSYS_03FE1043&REV_00\4&34081BD0&0&0018, \\.\DISPLAY1",Microsoft Windows 10 Pro,10.0.15063  Build 15063
483860,Intel64 Family 6 Model 60 Stepping 3 Intel(R) Pentium(R) CPU G3260 @ 3.30GHz,2GB 1073741824,"1366x768 96,96 32","Intel(R) HD Graphics, PCI\VEN_8086&DEV_0402&SUBSYS_85341043&REV_06\3&11583659&1&10",Microsoft Windows 7 Ultimate ,6.1.7601 Service Pack 1 Build 7601
271172,Intel(R) Xeon(R) CPU E3-1225 v5 @ 3.30GHz,16GB,1920x1080,NVIDIA Quadro K620,Microsoft Windows 10 Pro,10.0.15063  Build 15063
626239,Intel(R) Core(TM) i5-4460  CPU @ 3.20GHz,7GB,1366x768,Intel(R) HD Graphics 4600,Microsoft Windows 7 Professional ,6.1.7601 Service Pack 1 Build 7601
381245,Intel64 Family 6 Model 60 Stepping 3 Intel(R) Core(TM) i7-4790K CPU @ 4.00GHz,16GB 4293918720,"1920x1080 96,96 32, 1920x1080 96,96 32","NVIDIA GeForce GTX 970, PCI\VEN_10DE&DEV_13C2&SUBSYS_36841458&REV_A1\4&3834D97&0&0008, \\.\DISPLAY1",Microsoft Windows 10 Pro,10.0.15063  Build 15063
811247,Intel64 Family 6 Model 42 Stepping 7 Intel(R) Pentium(R) CPU G850 @ 2.90GHz,4GB 1073741824,"1920x1080 96,96 32","NVIDIA GeForce GT 520M    , PCI\VEN_10DE&DEV_0DED&SUBSYS_56861991&REV_A1\4&465B5C5&0&0008",Microsoft Windows 7 Ultimate ,6.1.7601 Service Pack 1 Build 7601
204154,Intel64 Family 6 Model 142 Stepping 9 Intel(R) Core(TM) i5-7200U CPU @ 2.50GHz,4GB 1073741824,"1920x1080 120,120 32","Intel(R) HD Graphics 620, PCI\VEN_8086&DEV_5916&SUBSYS_14901043&REV_02\3&11583659&1&10",Microsoft Windows 10 家用版,10.0.14393  Build 14393
392689,Intel(R) Core(TM) i7-5600U CPU @ 2.60GHz,16GB,1366x768,Intel(R) HD Graphics 5500,Microsoft Windows 7 Professional ,6.1.7601 Service Pack 1 Build 7601
636992,Intel(R) Core(TM) i7-4790 CPU @ 3.60GHz,16GB,1920x1080,AMD Radeon(TM) HD8490,Microsoft Windows 10 Pro,10.0.14393  Build 14393
98346,Intel(R) Core(TM) i7-4790 CPU @ 3.60GHz,8GB,1920x1080,NVIDIA GeForce GT 730,Microsoft Windows 7 旗舰版 ,6.1.7601 Service Pack 1 Build 7601
809564,Intel(R) Core(TM) i7-7700HQ CPU @ 2.80GHz,8GB,1920x1080,Intel(R) HD Graphics 630,Microsoft Windows 10 专业版,10.0.10586  Build 10586
186851,Intel64 Family 6 Model 94 Stepping 3 Intel(R) Core(TM) i7-6700 CPU @ 3.40GHz,8GB 4293918720,"1920x1080 96,96 32","NVIDIA GeForce GTX 1050 Ti, PCI\VEN_10DE&DEV_1C82&SUBSYS_00007377&REV_A1\4&2DB3ECDA&0&0008",Microsoft Windows 7 专业版 ,6.1.7601 Service Pack 1 Build 7601
771009,Intel(R) Core(TM) i5-3570K CPU @ 3.40GHz,8GB,1920x1080,NVIDIA GeForce GTX 750 Ti,Microsoft Windows 8.1 Enterprise K,6.3.9600  Build 9600
726876,Intel(R) Core(TM) i5-7500 CPU @ 3.40GHz,16GB,1024x768,Microsoft 기본 디스플레이 어댑터,Microsoft Windows 10 Pro,10.0.14393  Build 14393
664534,Intel(R) Core(TM) i7-3770K CPU @ 3.50GHz,16GB,1280x1024,NVIDIA GeForce GTX 650 Ti,Microsoft Windows 10 Enterprise,10.0.14393  Build 14393
446280,AMD A10-5750M APU with Radeon(tm) HD Graphics  ,7GB,1366x768,AMD Radeon HD 8650G + HD 8750M Dual Graphics,Microsoft Windows 10 Pro,10.0.14393  Build 14393
76966,Intel(R) Core(TM) i7 CPU       M 640  @ 2.80GHz,4GB,,,Microsoft Windows 8 Pro with Media Center,6.2.9200  Build 9200
158168,Intel64 Family 6 Model 94 Stepping 3 Intel(R) Core(TM) i5-6500 CPU @ 3.20GHz,16GB 3221225472,"1920x1080 96,96 32","NVIDIA GeForce GTX 1060 3GB, PCI\VEN_10DE&DEV_1C02&SUBSYS_32871462&REV_A1\4&29375E47&0&0008",Microsoft Windows 7 專業版 ,6.1.7601 Service Pack 1 Build 7601
654085,Intel64 Family 6 Model 158 Stepping 9 Intel(R) Core(TM) i7-7700K CPU @ 4.20GHz,16GB 1073741824,"1920x1080 96,96 32, 1920x1080 96,96 32","Intel(R) HD Graphics 630, PCI\VEN_8086&DEV_5912&SUBSYS_D0001458&REV_04\3&11583659&0&10, \\.\DISPLAY1",Microsoft Windows 10 Pro,10.0.15063  Build 15063
537440,"AMD A6-9220 RADEON R4, 5 COMPUTE CORES 2C+3G   ",4GB,1366x768,AMD Radeon(TM) R4 Graphics,Microsoft Windows 10 Enterprise,10.0.10586  Build 10586
134384,Intel64 Family 6 Model 26 Stepping 5 Intel(R) Xeon(R) CPU           W3550  @ 3.07GHz,12GB 1073741824,"1920x1200 96,96 32","NVIDIA Quadro 2000, PCI\VEN_10DE&DEV_0DD8&SUBSYS_084A10DE&REV_A1\4&165B8C32&0&0018",Microsoft Windows 10 Pro,10.0.15063  Build 15063
399974,x64 Family 6 Model 58 Stepping 9 Intel(R) Core(TM) i3-3220 CPU @ 3.30GHz,3GB 21312750337679360,"1366x768 96,96 32","Intel(R) HD Graphics, PCI\VEN_8086&DEV_0152&SUBSYS_204E8086&REV_09\3&11583659&0&10",Microsoft Windows 7 Ultimate ,6.1.7601 Service Pack 1 Build 7601
141214,Intel(R) Core(TM) i7-4700MQ CPU @ 2.40GHz,8GB,1366x768,Intel(R) HD Graphics 4600,Microsoft Windows 8.1,6.3.9600  Build 9600
103359,Intel64 Family 6 Model 142 Stepping 9 Intel(R) Core(TM) i7-7600U CPU @ 2.80GHz,16GB 1073741824,"1920x1080 120,120 32, 1600x900 96,96 32","Intel(R) HD Graphics 620, PCI\VEN_8086&DEV_5916&SUBSYS_079F1028&REV_02\3&11583659&0&10, \\.\DISPLAY1",Microsoft Windows 10 Enterprise,10.0.15063  Build 15063
232389,Intel(R) Core(TM) i5-3337U CPU @ 1.80GHz,4GB,1366x768,Intel(R) HD Graphics 4000,Microsoft Windows 8.1 Single Language,6.3.9600  Build 9600
633687,Intel(R) Core(TM) m3-6Y30 CPU @ 0.90GHz,4GB,1920x1200,Intel(R) HD Graphics 515,Microsoft Windows 10 家庭中文版,10.0.14393  Build 14393
468110,Intel64 Family 6 Model 158 Stepping 9 Intel(R) Core(TM) i7-7700HQ CPU @ 2.80GHz,8GB 4293918720,"1920x1080 120,120 32","NVIDIA GeForce GTX 1060, PCI\VEN_10DE&DEV_1C20&SUBSYS_18901043&REV_A1\4&D88C515&0&0008",Microsoft Windows 10 Famille,10.0.15063  Build 15063
124603,Intel64 Family 6 Model 58 Stepping 9 Intel(R) Core(TM) i7-3610QM CPU @ 2.30GHz,8GB 2147483648,"1600x900 96,96 32","NVIDIA GeForce GT 650M  , PCI\VEN_10DE&DEV_0FD1&SUBSYS_21031043&REV_A1\4&1B0D6375&0&0008",Microsoft Windows 7 旗舰版 ,6.1.7601 Service Pack 1 Build 7601
329750,Intel(R) Core(TM) i5-6200U CPU @ 2.30GHz,15GB,1366x768,Intel(R) HD Graphics 520,Microsoft Windows 7 旗舰版 ,6.1.7601 Service Pack 1 Build 7601
495825,Intel(R) Core(TM) i7-4700MQ CPU @ 2.40GHz,8GB,1920x1080,Intel(R) HD Graphics 4600,Microsoft Windows 10 Pro,10.0.16299  Build 16299
591501,Intel64 Family 6 Model 58 Stepping 9 Intel(R) Core(TM) i5-3337U CPU @ 1.80GHz,8GB 105293807616,"1920x1080 120,120 32","Intel(R) HD Graphics 4000, PCI\VEN_8086&DEV_0166&SUBSYS_C0E8144D&REV_09\3&11583659&1&10",Microsoft Windows 8 K,6.2.9200  Build 9200
479529,Intel(R) Core(TM) i5-6200U CPU @ 2.30GHz,8GB,1600x900,Intel(R) HD Graphics 520,Microsoft Windows 7 Ultimate K ,6.1.7601 Service Pack 1 Build 7601
671863,Intel64 Family 6 Model 60 Stepping 3 Intel(R) Core(TM) i7-4790 CPU @ 3.60GHz,32GB 1073741824,"1920x1080 96,96 32","Intel(R) HD Graphics 4600, PCI\VEN_8086&DEV_0412&SUBSYS_D0001458&REV_06\3&11583659&0&10",Microsoft Windows 10 Pro,10.0.14393  Build 14393
94921,Intel64 Family 6 Model 158 Stepping 9 Intel(R) Core(TM) i7-7700 CPU @ 3.60GHz,8GB 1073741824,"1366x768 96,96 32","Intel(R) HD Graphics 630, PCI\VEN_8086&DEV_5912&SUBSYS_82A1103C&REV_04\3&11583659&0&10",Microsoft Windows 10 Pro,10.0.15063  Build 15063
794936,Intel64 Family 6 Model 142 Stepping 9 Intel(R) Core(TM) i7-7500U CPU @ 2.70GHz,8GB 1073741824,"1920x1080 120,120 32","Intel(R) HD Graphics 620, PCI\VEN_8086&DEV_5916&SUBSYS_81EE103C&REV_02\3&11583659&0&10",Microsoft Windows 10 Pro,10.0.10240  Build 10240
589099,Intel(R) Core(TM) i5-2410M CPU @ 2.30GHz,4GB,1366x768,Intel(R) HD Graphics 3000,Microsoft Windows 10 Home,10.0.15063  Build 15063
742567,Intel64 Family 6 Model 55 Stepping 8 Intel(R) Celeron(R) CPU  N2830  @ 2.16GHz,4GB 2153359360,"1366x768 96,96 32","Intel(R) HD Graphics, PCI\VEN_8086&DEV_0F31&SUBSYS_390517AA&REV_0E\3&11583659&0&10",Microsoft Windows 8.1 Single Language con Bing,6.3.9600  Build 9600
71236,Intel(R) Core(TM) i7-6650U CPU @ 2.20GHz,16GB,1920x1200,Intel(R) Iris(TM) Graphics 540,Microsoft Windows 10 Enterprise,10.0.15063  Build 15063
701895,Intel64 Family 6 Model 60 Stepping 3 Intel(R) Core(TM) i7-4710HQ CPU @ 2.50GHz,12GB 1073741824,"2560x1080 96,96 32","Intel(R) HD Graphics 4600, PCI\VEN_8086&DEV_0416&SUBSYS_11131462&REV_06\3&11583659&0&10",Microsoft Windows 10 专业版,10.0.16299  Build 16299
256585,Intel(R) Core(TM) i7-6700HQ CPU @ 2.60GHz,8GB,1920x1080,Intel(R) HD Graphics 530,Microsoft Windows 10 Home Single Language,10.0.14393  Build 14393
357907,Intel(R) Core(TM) i5-3570 CPU @ 3.40GHz,16GB,1920x1080,Intel(R) HD Graphics,Microsoft Windows 10 Pro,10.0.15063  Build 15063
73050,Intel64 Family 6 Model 60 Stepping 3 Intel(R) Xeon(R) CPU E3-1245 v3 @ 3.40GHz,8GB 2147483648,"1920x1080 96,96 32, 1920x1080 96,96 32","NVIDIA Quadro K2000, PCI\VEN_10DE&DEV_0FFE&SUBSYS_094C103C&REV_A1\4&342F5C&0&00E4, \\.\DISPLAY1",Microsoft Windows 10 Professionnel,10.0.15063  Build 15063
147718,Intel64 Family 6 Model 94 Stepping 3 Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4GB 1073741824,"1920x1080 96,96 32","Intel(R) HD Graphics 530, PCI\VEN_8086&DEV_1912&SUBSYS_101B1025&REV_06\3&11583659&0&10",Microsoft Windows 10 家庭版,10.0.14393  Build 14393
52913,Intel64 Family 6 Model 58 Stepping 9 Intel(R) Core(TM) i5-3230M CPU @ 2.60GHz,8GB 2147483648,"1366x768 96,96 32, 1280x1024 96,96 32","NVIDIA GeForce GT 650M, PCI\VEN_10DE&DEV_0FD1&SUBSYS_397217AA&REV_A1\4&23704A70&0&0008, \\.\DISPLAY1",Microsoft Windows 10 家庭中文版,10.0.14393  Build 14393
714229,Intel(R) Core(TM) i5-6400 CPU @ 2.70GHz,8GB,1360x768,NVIDIA GeForce GTX 750 Ti,Microsoft Windows 7 Максимальная ,6.1.7601 Service Pack 1 Build 7601
575651,Intel(R) Core(TM) i7-7700 CPU @ 3.60GHz,32GB,1920x1080,NVIDIA GeForce GTX 1050 Ti,Microsoft Windows 10 Pro,10.0.15063  Build 15063
8177,Intel(R) Core(TM) i5-6500 CPU @ 3.20GHz,8GB 2048,"2560x1440 Retina 107,108 32","AMD Radeon R9 M380 AMD Radeon R9 M380, 26176",EI Capitan,10.11.6
665186,Intel(R) Core(TM) i7-4790 CPU @ 3.60GHz,16GB,1920x1080,NVIDIA GeForce GTX 970,Microsoft Windows 8.1 K,6.3.9600  Build 9600
420103,x64 Family 6 Model 23 Stepping 10 Pentium(R) Dual-Core CPU       T4400  @ 2.20GHz,3GB 1373210624,"1366x768 96,96 32","Mobile Intel(R) 4 Series Express Chipset Family, PCI\VEN_8086&DEV_2A42&SUBSYS_360B103C&REV_09\3&21436425&0&10",Microsoft Windows 7 Professional ,6.1.7601 Service Pack 1 Build 7601
199137,Intel64 Family 6 Model 58 Stepping 9 Intel(R) Core(TM) i5-3570 CPU @ 3.40GHz,4GB 1073741824,"1920x1080 96,96 32","NVIDIA GeForce GT 620, PCI\VEN_10DE&DEV_0F01&SUBSYS_35471458&REV_A1\4&10698843&0&0008",Microsoft Windows 10 Pro,10.0.16299  Build 16299
773609,Intel64 Family 6 Model 60 Stepping 3 Intel(R) Core(TM) i7-4790 CPU @ 3.60GHz,16GB 4293918720,"1920x1080 96,96 32","NVIDIA GeForce GTX 1050 Ti, PCI\VEN_10DE&DEV_1C82&SUBSYS_33511462&REV_A1\4&1286464&0&0008",Microsoft Windows 10 Pro,10.0.14393  Build 14393
563849,Intel(R) Core(TM) i7-4770 CPU @ 3.40GHz,8GB,1920x1080,NVIDIA GeForce GTX 760 (192-bit),Microsoft Windows 7 Enterprise K ,6.1.7601 Service Pack 1 Build 7601
458898,Intel64 Family 6 Model 94 Stepping 3 Intel(R) Core(TM) i7-6700HQ CPU @ 2.60GHz,16GB 1073741824,"1920x1080 96,96 32","Intel(R) HD Graphics 530, PCI\VEN_8086&DEV_191B&SUBSYS_103B1025&REV_06\3&11583659&0&10",Microsoft Windows 10 Home,10.0.16299  Build 16299
96280,Intel64 Family 6 Model 70 Stepping 1 Intel(R) Core(TM) i7-4750HQ CPU @ 2.00GHz,16GB 1073741824,"1920x1080 120,120 32","Intel(R) Iris(TM) Pro Graphics 5200, PCI\VEN_8086&DEV_0D26&SUBSYS_18DD1043&REV_08\3&11583659&0&10",Microsoft Windows 10 Home,10.0.15063  Build 15063
695819,Intel64 Family 6 Model 158 Stepping 9 Intel(R) Core(TM) i7-7700K CPU @ 4.20GHz,24GB 4293918720,"1600x1200 96,96 32","NVIDIA Quadro M2000, PCI\VEN_10DE&DEV_1430&SUBSYS_119010DE&REV_A1\4&38AB2860&0&0008",Microsoft Windows 10 Pro,10.0.15063  Build 15063
278491,Intel(R) Core(TM) i7-6700HQ CPU @ 2.60GHz,8GB,1920x1080,Intel(R) HD Graphics 530,Microsoft Windows 10 Home,10.0.10586  Build 10586
338216,Intel(R) Core(TM) i7-7820HQ CPU @ 2.90GHz,16GB,1920x1080,Intel(R) HD Graphics 630,Microsoft Windows 10 Pro,10.0.15063  Build 15063
505270,Intel(R) Core(TM) i7-4712MQ CPU @ 2.30GHz,16GB,1366x768,Intel(R) HD Graphics 4600,Microsoft Windows 10 Pro,10.0.15063  Build 15063
122131,Intel64 Family 6 Model 142 Stepping 9 Intel(R) Core(TM) i7-7500U CPU @ 2.70GHz,8GB 1073741824,"1920x1080 144,144 32","Intel(R) HD Graphics 620, PCI\VEN_8086&DEV_5916&SUBSYS_17401043&REV_02\3&11583659&1&10",Microsoft Windows 10 Home Single Language,10.0.16299  Build 16299
162343,Intel64 Family 6 Model 26 Stepping 5 Intel(R) Xeon(R) CPU           W3565  @ 3.20GHz,12GB 1073741824,"1680x1050 96,96 32","NVIDIA Quadro 2000, PCI\VEN_10DE&DEV_0DD8&SUBSYS_084A103C&REV_A1\4&5128130&0&0018",Microsoft Windows 10 Pro,10.0.14393  Build 14393
331952,Intel(R) Core(TM) i7-4790 CPU @ 3.60GHz,8GB,1600x900,NVIDIA GeForce GT 720 ,Microsoft Windows 7 家庭普通版 ,6.1.7601 Service Pack 1 Build 7601
735577,Intel(R) Xeon(R) CPU E5-2670 v3 @ 2.30GHz,8GB,1024x768,VMware SVGA 3D,Microsoft Windows Server 2012 R2 Standard,6.3.9600  Build 9600
59889,Intel64 Family 6 Model 94 Stepping 3 Intel(R) Core(TM) i5-6600 CPU @ 3.30GHz,16GB 1073741824,"1280x1024 96,96 32","Intel(R) HD Graphics 530, PCI\VEN_8086&DEV_1912&SUBSYS_8183103C&REV_06\3&11583659&1&10",Microsoft Windows 7 Professional ,6.1.7601 Service Pack 1 Build 7601
299023,Intel64 Family 6 Model 78 Stepping 3 Intel(R) Core(TM) i5-6300U CPU @ 2.40GHz,8GB 1073741824,"2736x1824 Touch 192,192 32","Intel(R) HD Graphics 520, PCI\VEN_8086&DEV_1916&SUBSYS_00151414&REV_07\3&11583659&0&10",Microsoft Windows 10 Pro,10.0.15063  Build 15063
611109,Intel(R) Xeon(R) CPU E3-1230 v6 @ 3.50GHz,16GB,1920x1080,NVIDIA GeForce GTX 1050 Ti,Microsoft Windows 10 Pro,10.0.15063  Build 15063
103563,Intel(R) Core(TM) i5-3470 CPU @ 3.20GHz,8GB,1600x900,NVIDIA GeForce GT 420,Microsoft Windows 10 Pro,10.0.14393  Build 14393
33763,Intel64 Family 6 Model 158 Stepping 9 Intel(R) Core(TM) i7-7700 CPU @ 3.60GHz,16GB 2147483648,"1920x1080 96,96 32","NVIDIA GeForce GTX 1050, PCI\VEN_10DE&DEV_1C81&SUBSYS_372E1458&REV_A1\4&22817009&0&0008",Microsoft Windows 10 專業版,10.0.15063  Build 15063
370565,Intel64 Family 6 Model 62 Stepping 4 Intel(R) Xeon(R) CPU E5-1620 v2 @ 3.70GHz,8GB 1073741824,"1600x1200 96,96 32","ATI FirePro V (FireGL V) Graphics Adapter, PCI\VEN_1002&DEV_6749&SUBSYS_2B061002&REV_00\4&2B1C6285&0&0010",Microsoft Windows 10 Pro,10.0.10586  Build 10586
407920,Intel64 Family 6 Model 158 Stepping 9 Intel(R) Core(TM) i5-7400 CPU @ 3.00GHz,8GB 1073741824,"1600x900 96,96 32","NVIDIA GeForce GT 730, PCI\VEN_10DE&DEV_1287&SUBSYS_8A9F1462&REV_A1\4&38AB2860&0&0008",Microsoft Windows 7 旗艦版 ,6.1.7601 Service Pack 1 Build 7601
507770,Intel64 Family 6 Model 94 Stepping 3 Intel(R) Celeron(R) CPU G3900 @ 2.80GHz,3GB 1073741824,"1920x1080 96,96 32","Intel(R) HD Graphics 510, PCI\VEN_8086&DEV_1902&SUBSYS_19028086&REV_06\3&11583659&0&10",Microsoft Windows 7 旗舰版 ,6.1.7601 Service Pack 1 Build 7601
574157,Intel(R) Core(TM) i5-7500 CPU @ 3.40GHz,8GB,2560x1080,NVIDIA Quadro P600,Microsoft Windows 10 家庭中文版,10.0.15063  Build 15063
126661,Intel64 Family 6 Model 142 Stepping 10 Intel(R) Core(TM) i7-8650U CPU @ 1.90GHz,16GB 1073741824,"3240x2160 Touch 192,192 32","Intel(R) UHD Graphics 620, PCI\VEN_8086&DEV_5917&SUBSYS_00281414&REV_07\3&11583659&0&10",Microsoft Windows 10 Pro,10.0.16299  Build 16299
459571,Intel(R) Core(TM) i3-7100 CPU @ 3.90GHz,8GB,1920x1080,NVIDIA GeForce GT 730,Microsoft Windows 7 旗舰版 ,6.1.7601 Service Pack 1 Build 7601
752217,AMD64 Family 23 Model 1 Stepping 1 AMD Ryzen 5 1600 Six-Core Processor            ,8GB 2147483648,"1920x1080 96,96 32","NVIDIA GeForce GTX 1050, PCI\VEN_10DE&DEV_1C81&SUBSYS_8C971462&REV_A1\4&1C3D25BB&0&0019",Microsoft Windows 10 Pro,10.0.16299  Build 16299
136465,Intel64 Family 6 Model 37 Stepping 2 Intel(R) Core(TM) i5 CPU         660  @ 3.33GHz,4GB 1073741824,"1920x1080 96,96 32","NVIDIA GeForce 9800 GT  , PCI\VEN_10DE&DEV_0614&SUBSYS_83191043&REV_A2\4&87795C0&0&0008",Microsoft Windows 7 Ultimate ,6.1.7601 Service Pack 1 Build 7601
469528,Intel64 Family 6 Model 58 Stepping 9 Intel(R) Core(TM) i7-3770 CPU @ 3.40GHz,8GB 2214592512,"1280x1024 96,96 32","Intel(R) HD Graphics 4000, PCI\VEN_8086&DEV_0162&SUBSYS_05771028&REV_09\3&11583659&0&10",Microsoft Windows 7 Professional ,6.1.7601 Service Pack 1 Build 7601
236598,Intel(R) Core(TM) i7-3537U CPU @ 2.00GHz,8GB,1366x768,NVIDIA GeForce GT 740M,Microsoft Windows 7 Ultimate ,6.1.7601 Service Pack 1 Build 7601
302297,Intel64 Family 6 Model 142 Stepping 9 Intel(R) Core(TM) i5-7200U CPU @ 2.50GHz,4GB 1073741824,"1366x768 96,96 32","Intel(R) HD Graphics 620, PCI\VEN_8086&DEV_5916&SUBSYS_380217AA&REV_02\3&11583659&0&10",Майкрософт Windows 10 Pro,10.0.15063  Build 15063
142873,Intel(R) Core(TM) i7-6700HQ CPU @ 2.60GHz,4GB,1920x1080,Intel(R) HD Graphics 530,Microsoft Windows 10 Home Single Language,10.0.10240  Build 10240
284242,Intel64 Family 6 Model 158 Stepping 9 Intel(R) Core(TM) i7-7700 CPU @ 3.60GHz,16GB 2147483648,"1920x1080 96,96 32","NVIDIA Quadro K620, PCI\VEN_10DE&DEV_13BB&SUBSYS_109810DE&REV_A2\4&38AB2860&0&0008",Microsoft Windows 10 Pro,10.0.14393  Build 14393
740144,Intel(R) Celeron(R) CPU  N2830  @ 2.16GHz,4GB,1366x768,Intel(R) HD Graphics,Microsoft Windows 10 Pro,10.0.10586  Build 10586
